"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas 2011","IMCRA 4 Regions","IBRA 7 Regions","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"b2cc3130-760c-4c6c-be2a-bb92ea504733","ABBBS1276668","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","01","1991-06-01","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"b288cf2c-468c-4966-a6a9-de78b42d96d7","ABBBS1276664","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.706827068","140.001205015","GDA94","-24.706827067","140.001205015","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","120.0","120.0","","","","OPJG02021500","1991","06","01","1991-06-01","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"b15a6f04-7b27-4646-b358-8570927fd203","URN:CornellLabOfOrnithology:EBIRD:OBS635432588","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","(-36.625546, 142.666747)","-36.625546","142.666747","","-36.625546","142.666747","","","Australia","Victoria","Yarriambiack (S)","","Murray Darling Depression","","","","","1","obsr636306","2018","06","28","2018-06-28","","","HumanObservation","present","","","","true","true"
"b09ef57f-4699-4ee5-bb4c-3c2f21bd06ad","319266","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-12.41859236","130.92121342","","-12.41859236","130.92121342","","","Australia","Northern Territory","Darwin (C)","","Darwin Coastal","","","","","","","1977","06","01","1977-06-01","","","HumanObservation","present","","","","true","true"
"afbe3c5c-650c-43fc-82d4-9e902a0a0978","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Nymboida","","","","-29.916666","152.75","","","Australia","New South Wales","Clarence Valley (A)","","South Eastern Queensland","","","","","","22854","1897","06","29","1897-06-29","","","HumanObservation","present","","","","true","true"
"af53e018-854d-4820-88aa-7bedcf868f69","1158576","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-18.4869","129.37803","","-18.4869","129.37803","","100.0","Australia","Northern Territory","Victoria-Daly (S)","","Ord Victoria Plain","","","","","1","Fisher, Alaric","1995","06","01","1995-06-01","","","HumanObservation","present","","","","true","true"
"af241106-7060-4450-b50c-478e327a8feb","2012996","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","Finke River rest area, Stuart Hwy","-24.53667","133.23722","","-24.53667","133.23722","","100.0","Australia","Northern Territory","MacDonnell (S)","","Finke","","","","","","","2001","06","","2001-06-09","","","HumanObservation","present","","","","true","true"
"aea161cd-b58a-45c4-9a74-ffb4a20ef40f","URN:CornellLabOfOrnithology:EBIRD:OBS635418680","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Rupanyup","-36.62663","142.6308","","-36.62663","142.6308","","","Australia","Victoria","Yarriambiack (S)","","Murray Darling Depression","","","","","1","obsr358666","2018","06","29","2018-06-29","","","HumanObservation","present","","","","true","true"
"ad7e7846-2bc5-4bee-a632-ab42535d757d","URN:CornellLabOfOrnithology:EBIRD:OBS635653199","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Rupanyup-Burrum Road, Rupanyup, Victoria, AU (-36.626, 142.67)","-36.6255777","142.6697939","","-36.6255777","142.6697939","","","Australia","Victoria","Yarriambiack (S)","","Murray Darling Depression","","","","","1","obsr446091","2018","06","30","2018-06-30","","","HumanObservation","present","","","","true","true"
"acdb20fe-696d-47c1-a465-ca75b8b1f0e4","URN:CornellLabOfOrnithology:EBIRD:OBS348260231","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-28.9","140.5","EPSG:4326","-28.9","140.5","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","","barry evans","2000","06","","","","","HumanObservation","present","","","","true","true"
"acb7a783-e80d-404a-9cca-9ebbe9261a8a","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Wollongong","","","","-34.416664","150.91667","","","Australia","New South Wales","","Central Eastern Shelf Province","","","","","","","22098","1893","06","","1893-06-01","","","HumanObservation","present","","","","true","false"
"aae80368-9a68-406d-b121-785ceeebd43b","1966337","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","Alice Springs Sewage Ponds","-23.7375","133.85722","","-23.7375","133.85722","","","Australia","Northern Territory","Alice Springs (T)","","MacDonnell Ranges","","","","","","","2001","06","","2001-06-03","","","HumanObservation","present","","","","true","true"
"a896cf0c-f18f-4781-a915-5fa416d21256","ABBBS1276692","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"a7c17f96-c9f7-40e6-9a11-cdd0ffad960c","URN:CornellLabOfOrnithology:EBIRD:OBS785607983","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Whitewood Creek Crossing,","-24.0247854","140.3302286","","-24.0247854","140.3302286","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","11","obsr450382","2019","06","24","2019-06-24","","","HumanObservation","present","","","","true","true"
"a73f7bb9-ffcb-46d3-a206-9d0769e98d41","ABBBS1276666","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.706827068","140.001205015","GDA94","-24.706827067","140.001205015","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","120.0","120.0","","","","OPJG02021500","1991","06","01","1991-06-01","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"a41c27ba-a58b-4689-8cbb-507f51512233","ABBBS1276690","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"a1826adb-c5cc-4c44-b2dd-b409c6ba8132","3375768.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","LANG LANG POLICE STATION","-38.2484","145.5846","GDA94","-38.2484","145.5846","","9000.0","Australia","Victoria","Cardinia (S)","","South East Coastal Plain","","","","","","RAOU VIC observer code 136","1977","06","05","1977-06-05","","Human Observation","HumanObservation","present","","","","true","true"
"9ffd8066-5c23-4b78-87d8-ec86e9c9e246","ABBBS1276671","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"9a493c98-7969-4c6b-b88d-af3416e59a66","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of Environment and Heritage Protection","","Castle Hill, Townsville","-19.25678606","146.80110365","","-19.25678606","146.80110365","","1000.0","Australia","Queensland","Townsville (C)","","Brigalow Belt North","","","","","","","1994","06","29","1994-06-29","","","","present","","","","true","true"
"96543f82-77a1-409b-b5ca-9b8c7b2cb670","ABBBS1276683","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"9605853c-82cb-4de4-8bd6-1b8ea2b169ed","ABBBS1276670","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"95f0ec49-c392-4aca-8259-f834cd2b3625","E20232","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr341","Australian National Wildlife Collection provider for OZCAM","in6","Commonwealth Scientific and Industrial Research Organisation","co16","Australian National Wildlife Collection","CC-BY","ANWC","Eggs","80 miles south of Richmond, on Winton-Richmond Road","-21.6658","142.6558","","-21.6658","142.6558","","","Australia","Queensland","Winton (S)","","Mitchell Grass Downs","","","","","","","1973","06","24","1973-06-24","24.06.1973","PreservedSpecimen","PreservedSpecimen","present","Not applicable","shell","","true","true"
"93b93928-fc8e-47df-977f-e75d2b9e104f","ABBBS1276702","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","03","1991-06-03","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"91c31052-3b41-458a-b775-cbd1bc1c4ab6","411409","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-25.0515350945812","135.428109519029","","-25.0515350945812","135.428109519029","","","Australia","Northern Territory","MacDonnell (S)","","Simpson Strzelecki Dunefields","","","","","","Eldridge, Stephen R","2002","06","21","2002-06-21","","","HumanObservation","present","","","","true","true"
"912c65e4-498a-4c83-992e-24bd88d47e54","SPJGI5714258","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-35.4864746","149.1705357","GDA94","-35.4864746","149.1705357","","500.0","Australia","New South Wales","Queanbeyan (C)","","South Eastern Highlands","","","","","","OPJG1903150P","2012","06","06","2012-06-06","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"8ff6709f-089c-4863-89c7-ce511212962b","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr359","BirdLife Australia, Birdata","","","","","CC-BY-NC","","","Hevitree Gap","-23.72972","133.86890","AGD84/66","-23.72843","133.86994","","100.0","Australia","Northern Territory","Alice Springs (T)","","MacDonnell Ranges","","","","","","","2012","06","19","2012-06-19","","","HumanObservation","present","","","","true","true"
"8d0a68e1-c37f-4589-825c-bffd25de5b9e","43194-HO","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-35.539749962","144.960537417","GDA94","-35.539749961","144.960537417","","100.0","Australia","New South Wales","Deniliquin (A)","","Riverina","","","","","2","VIRTUE-NO","1994","06","","1994-06-27","","HumanObservation","HumanObservation","present","","","","true","true"
"8ab22069-c15d-4882-bb35-0e025cae1a70","ABBBS1276680","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"8906d3e2-76b0-494c-b581-4463d11ba069","ABBBS1276708","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","03","1991-06-03","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"880f8bba-2237-4310-b433-4e84f3489136","BE1176","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr342","Museums Victoria provider for OZCAM","in16","Museums Victoria","co120","Museums Victoria Ornithology Collection","CC-BY","NMV","Ornithology","Diamantina R plains","-23.73","141.1","WGS84","-23.73","141.1","","","Australia","Queensland","Diamantina (S)","","Channel Country","","","","","4","","1918","06","28","1918-06-28","","PreservedSpecimen","PreservedSpecimen","present","","specimenNature=Egg;specimenForm=Dry","","true","true"
"86c5b050-982f-45d2-a0d7-ca90b7b6f5db","E20227","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr341","Australian National Wildlife Collection provider for OZCAM","in6","Commonwealth Scientific and Industrial Research Organisation","co16","Australian National Wildlife Collection","CC-BY","ANWC","Eggs","Coorabulka Station, ca.100km SSE of Boulia","-23.7333","140.3","","-23.7333","140.3","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1972","06","30","1972-06-30","30.06.1972","PreservedSpecimen","PreservedSpecimen","present","Not applicable","shell","","true","true"
"83aa24bd-affe-453b-9ade-b27c357ddd99","2985882.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","DUNMUNKLE CREEK","-36.5818","142.5846","GDA94","-36.5818","142.5846","","9000.0","Australia","Victoria","Yarriambiack (S)","","Murray Darling Depression","","","","","","RAOU VIC observer code 1973","1977","06","13","1977-06-13","","Human Observation","HumanObservation","present","","","","true","true"
"7ec55bae-e4a6-4759-a96e-88fece85fbce","ABBBS1276698","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","03","1991-06-03","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"7e12c26e-fd45-4ddc-9b5d-07025e23f73b","ABBBS1276673","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","02","1991-06-02","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"7d059bbb-fb52-4dc1-98e6-49325ce110c7","1777511","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","Hevitree Gap","-23.72972","133.86889","","-23.72972","133.86889","","","Australia","Northern Territory","Alice Springs (T)","","MacDonnell Ranges","","","","","","","2012","06","19","2012-06-19","","","HumanObservation","present","","","","true","true"
"7cbc1fca-2784-453d-a6d7-bee50a34ad03","ABBBS1276662","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.706827068","140.001205015","GDA94","-24.706827067","140.001205015","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","120.0","120.0","","","","OPJG02021500","1991","06","01","1991-06-01","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"7c048bce-2344-480d-b170-a68cb22a8edb","URN:CornellLabOfOrnithology:EBIRD:OBS407525822","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-29.0","140.5","EPSG:4326","-29.0","140.5","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","2","Katarina Stenman","2000","06","","","","","HumanObservation","present","","","","true","true"
"7babfdd0-a224-4617-bd5e-469f4a81a763","ABBBS1276709","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-24.374891979","140.54426031","GDA94","-24.37489198","140.54426031","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","118.0","118.0","","","","OPJG02021500","1991","06","03","1991-06-03","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
